Country / territory,Measure Names,Month of Date,Report Epi Week,Year of Date,Country / territory,Date,Measure Values,Laboratory confirmed cases,Suspected cases
Haiti,Suspected,December,52,2015,Haiti,"December, 2015",2,0,2
Haiti,Confirmed ,December,52,2015,Haiti,"December, 2015",0,0,2
Honduras,Suspected,December,48,2015,Honduras,"December, 2015",0,0,0
Honduras,Confirmed ,December,48,2015,Honduras,"December, 2015",0,0,0
Honduras,Suspected,December,49,2015,Honduras,"December, 2015",0,0,0
Honduras,Confirmed ,December,49,2015,Honduras,"December, 2015",0,0,0
Honduras,Suspected,December,50,2015,Honduras,"December, 2015",0,2,0
Honduras,Confirmed ,December,50,2015,Honduras,"December, 2015",2,2,0
Honduras,Suspected,December,51,2015,Honduras,"December, 2015",55,0,55
Honduras,Confirmed ,December,51,2015,Honduras,"December, 2015",0,0,55
Honduras,Suspected,December,52,2015,Honduras,"December, 2015",62,0,62
Honduras,Confirmed ,December,52,2015,Honduras,"December, 2015",0,0,62
Jamaica,Suspected,December,48,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Confirmed ,December,48,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Suspected,December,49,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Confirmed ,December,49,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Suspected,December,50,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Confirmed ,December,50,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Suspected,December,51,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Confirmed ,December,51,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Suspected,December,52,2015,Jamaica,"December, 2015",0,0,0
Jamaica,Confirmed ,December,52,2015,Jamaica,"December, 2015",0,0,0
Martinique,Suspected,December,48,2015,Martinique,"December, 2015",0,0,0
Martinique,Confirmed ,December,48,2015,Martinique,"December, 2015",0,0,0
Martinique,Suspected,December,49,2015,Martinique,"December, 2015",0,0,0
Martinique,Confirmed ,December,49,2015,Martinique,"December, 2015",0,0,0
Martinique,Suspected,December,50,2015,Martinique,"December, 2015",0,0,0
Martinique,Confirmed ,December,50,2015,Martinique,"December, 2015",0,0,0
Martinique,Suspected,December,51,2015,Martinique,"December, 2015",0,0,0
Martinique,Confirmed ,December,51,2015,Martinique,"December, 2015",0,0,0
Martinique,Suspected,December,52,2015,Martinique,"December, 2015",0,0,0
Martinique,Confirmed ,December,52,2015,Martinique,"December, 2015",0,0,0
Mexico,Suspected,December,48,2015,Mexico,"December, 2015",0,0,0
Mexico,Confirmed ,December,48,2015,Mexico,"December, 2015",0,0,0
Mexico,Suspected,December,49,2015,Mexico,"December, 2015",0,0,0
Mexico,Confirmed ,December,49,2015,Mexico,"December, 2015",0,0,0
Mexico,Suspected,December,50,2015,Mexico,"December, 2015",0,0,0
Mexico,Confirmed ,December,50,2015,Mexico,"December, 2015",0,0,0
Mexico,Suspected,December,51,2015,Mexico,"December, 2015",0,0,0
Mexico,Confirmed ,December,51,2015,Mexico,"December, 2015",0,0,0
Mexico,Suspected,December,52,2015,Mexico,"December, 2015",0,13,0
Mexico,Confirmed ,December,52,2015,Mexico,"December, 2015",13,13,0
Nicaragua,Suspected,December,48,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Confirmed ,December,48,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Suspected,December,49,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Confirmed ,December,49,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Suspected,December,50,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Confirmed ,December,50,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Suspected,December,51,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Confirmed ,December,51,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Suspected,December,52,2015,Nicaragua,"December, 2015",0,0,0
Nicaragua,Confirmed ,December,52,2015,Nicaragua,"December, 2015",0,0,0
Panama,Suspected,December,48,2015,Panama,"December, 2015",0,0,0
Panama,Confirmed ,December,48,2015,Panama,"December, 2015",0,0,0
Panama,Suspected,December,49,2015,Panama,"December, 2015",0,5,0
Panama,Confirmed ,December,49,2015,Panama,"December, 2015",5,5,0
Panama,Suspected,December,50,2015,Panama,"December, 2015",0,20,0
Panama,Confirmed ,December,50,2015,Panama,"December, 2015",20,20,0
Panama,Suspected,December,51,2015,Panama,"December, 2015",0,7,0
Panama,Confirmed ,December,51,2015,Panama,"December, 2015",7,7,0
Panama,Suspected,December,52,2015,Panama,"December, 2015",0,2,0
Panama,Confirmed ,December,52,2015,Panama,"December, 2015",2,2,0
Paraguay,Suspected,December,48,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Confirmed ,December,48,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Suspected,December,49,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Confirmed ,December,49,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Suspected,December,50,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Confirmed ,December,50,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Suspected,December,51,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Confirmed ,December,51,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Suspected,December,52,2015,Paraguay,"December, 2015",0,0,0
Paraguay,Confirmed ,December,52,2015,Paraguay,"December, 2015",0,0,0
Puerto Rico,Suspected,December,48,2015,Puerto Rico,"December, 2015",0,0,0
Puerto Rico,Confirmed ,December,48,2015,Puerto Rico,"December, 2015",0,0,0
Puerto Rico,Suspected,December,49,2015,Puerto Rico,"December, 2015",0,0,0
Puerto Rico,Confirmed ,December,49,2015,Puerto Rico,"December, 2015",0,0,0
Puerto Rico,Suspected,December,50,2015,Puerto Rico,"December, 2015",0,0,0
Puerto Rico,Confirmed ,December,50,2015,Puerto Rico,"December, 2015",0,0,0
Puerto Rico,Suspected,December,51,2015,Puerto Rico,"December, 2015",0,0,0
Puerto Rico,Confirmed ,December,51,2015,Puerto Rico,"December, 2015",0,0,0
Puerto Rico,Suspected,December,52,2015,Puerto Rico,"December, 2015",0,9,0
Puerto Rico,Confirmed ,December,52,2015,Puerto Rico,"December, 2015",9,9,0
Saint Martin,Suspected,December,48,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Confirmed ,December,48,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Suspected,December,49,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Confirmed ,December,49,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Suspected,December,50,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Confirmed ,December,50,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Suspected,December,51,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Confirmed ,December,51,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Suspected,December,52,2015,Saint Martin,"December, 2015",0,0,0
Saint Martin,Confirmed ,December,52,2015,Saint Martin,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,December,48,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,December,48,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,December,49,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,December,49,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,December,50,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,December,50,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,December,51,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,December,51,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,December,52,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,December,52,2015,Saint Vincent and the Grenadines,"December, 2015",0,0,0
Sint Maarten,Suspected,December,48,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Confirmed ,December,48,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Suspected,December,49,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Confirmed ,December,49,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Suspected,December,50,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Confirmed ,December,50,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Suspected,December,51,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Confirmed ,December,51,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Suspected,December,52,2015,Sint Maarten,"December, 2015",0,0,0
Sint Maarten,Confirmed ,December,52,2015,Sint Maarten,"December, 2015",0,0,0
Suriname,Suspected,December,48,2015,Suriname,"December, 2015",61,0,61
Suriname,Confirmed ,December,48,2015,Suriname,"December, 2015",0,0,61
Suriname,Suspected,December,49,2015,Suriname,"December, 2015",60,0,60
Suriname,Confirmed ,December,49,2015,Suriname,"December, 2015",0,0,60
Suriname,Suspected,December,50,2015,Suriname,"December, 2015",59,0,59
Suriname,Confirmed ,December,50,2015,Suriname,"December, 2015",0,0,59
Suriname,Suspected,December,51,2015,Suriname,"December, 2015",37,0,37
Suriname,Confirmed ,December,51,2015,Suriname,"December, 2015",0,0,37
Suriname,Suspected,December,52,2015,Suriname,"December, 2015",28,0,28
Suriname,Confirmed ,December,52,2015,Suriname,"December, 2015",0,0,28
Trinidad and Tobago,Suspected,December,48,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Confirmed ,December,48,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Suspected,December,49,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Confirmed ,December,49,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Suspected,December,50,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Confirmed ,December,50,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Suspected,December,51,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Confirmed ,December,51,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Suspected,December,52,2015,Trinidad and Tobago,"December, 2015",0,0,0
Trinidad and Tobago,Confirmed ,December,52,2015,Trinidad and Tobago,"December, 2015",0,0,0
United States Virgin Islands,Suspected,December,48,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Confirmed ,December,48,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Suspected,December,49,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Confirmed ,December,49,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Suspected,December,50,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Confirmed ,December,50,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Suspected,December,51,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Confirmed ,December,51,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Suspected,December,52,2015,United States Virgin Islands,"December, 2015",0,0,0
United States Virgin Islands,Confirmed ,December,52,2015,United States Virgin Islands,"December, 2015",0,0,0
Venezuela,Suspected,December,48,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Confirmed ,December,48,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Suspected,December,49,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Confirmed ,December,49,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Suspected,December,50,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Confirmed ,December,50,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Suspected,December,51,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Confirmed ,December,51,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Suspected,December,52,2015,Venezuela,"December, 2015",0,0,0
Venezuela,Confirmed ,December,52,2015,Venezuela,"December, 2015",0,0,0
