VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,YEAR,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS
Aedes albopictus,27528,unpublished,point,-999,22.52,120.72,2004,Taiwan,TWN,886,NA
Aedes albopictus,27529,unpublished,point,-999,22.67,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27530,unpublished,point,-999,22.64,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,27531,unpublished,point,-999,22.67,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,27532,unpublished,point,-999,22.07,120.72,2004,Taiwan,TWN,886,NA
Aedes albopictus,27533,unpublished,point,-999,22.54,120.67,2004,Taiwan,TWN,886,NA
Aedes albopictus,27534,unpublished,point,-999,22.47,120.49,2004,Taiwan,TWN,886,NA
Aedes albopictus,27535,unpublished,point,-999,22.69,120.54,2004,Taiwan,TWN,886,NA
Aedes albopictus,27536,unpublished,point,-999,22.71,120.64,2004,Taiwan,TWN,886,NA
Aedes albopictus,27537,unpublished,point,-999,22.52,120.47,2004,Taiwan,TWN,886,NA
Aedes albopictus,27538,unpublished,point,-999,22.33,120.37,2004,Taiwan,TWN,886,NA
Aedes albopictus,27539,unpublished,point,-999,22.07,120.72,2004,Taiwan,TWN,886,NA
Aedes albopictus,27540,unpublished,point,-999,22.64,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27541,unpublished,point,-999,22.64,120.35,2004,Taiwan,TWN,886,NA
Aedes albopictus,27542,unpublished,point,-999,22.64,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,27543,unpublished,point,-999,22.67,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,27544,unpublished,point,-999,22.55,120.55,2004,Taiwan,TWN,886,NA
Aedes albopictus,27545,unpublished,point,-999,22.47,120.45,2004,Taiwan,TWN,886,NA
Aedes albopictus,27546,unpublished,point,-999,22.46,120.44,2004,Taiwan,TWN,886,NA
Aedes albopictus,27547,unpublished,point,-999,22.47,120.49,2004,Taiwan,TWN,886,NA
Aedes albopictus,27548,unpublished,point,-999,22.7,120.55,2004,Taiwan,TWN,886,NA
Aedes albopictus,27549,unpublished,point,-999,22.71,120.64,2004,Taiwan,TWN,886,NA
Aedes albopictus,27550,unpublished,point,-999,22.64,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27551,unpublished,point,-999,22.65,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27552,unpublished,point,-999,22.67,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,27553,unpublished,point,-999,22.49,120.51,2004,Taiwan,TWN,886,NA
Aedes albopictus,27554,unpublished,point,-999,22.6,120.6,2004,Taiwan,TWN,886,NA
Aedes albopictus,27555,unpublished,point,-999,22.64,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,27556,unpublished,point,-999,22.64,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27557,unpublished,point,-999,22.65,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,27558,unpublished,point,-999,22.67,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,27559,unpublished,point,-999,22.47,120.45,2004,Taiwan,TWN,886,NA
Aedes albopictus,27560,unpublished,point,-999,22.49,120.51,2004,Taiwan,TWN,886,NA
Aedes albopictus,27561,unpublished,point,-999,22.7,120.53,2004,Taiwan,TWN,886,NA
Aedes albopictus,27562,unpublished,point,-999,22.64,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27563,unpublished,point,-999,22.67,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,27564,unpublished,point,-999,22.09,120.75,2004,Taiwan,TWN,886,NA
Aedes albopictus,27565,unpublished,point,-999,22.73,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,27566,unpublished,point,-999,22.64,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27567,unpublished,point,-999,22.67,120.48,2004,Taiwan,TWN,886,NA
Aedes albopictus,27568,unpublished,point,-999,22.61,120.46,2004,Taiwan,TWN,886,NA
Aedes albopictus,27569,unpublished,point,-999,22.54,120.54,2004,Taiwan,TWN,886,NA
Aedes albopictus,27570,unpublished,point,-999,22.7,120.57,2004,Taiwan,TWN,886,NA
Aedes albopictus,27571,unpublished,point,-999,22.69,120.63,2004,Taiwan,TWN,886,NA
Aedes albopictus,27572,unpublished,point,-999,22.09,120.75,2004,Taiwan,TWN,886,NA
Aedes albopictus,27573,unpublished,point,-999,22.33,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,27574,unpublished,point,-999,22.65,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,27575,unpublished,point,-999,22.64,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,27576,unpublished,point,-999,22.64,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27577,unpublished,point,-999,22.64,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27578,unpublished,point,-999,22.44,120.47,2004,Taiwan,TWN,886,NA
Aedes albopictus,27579,unpublished,point,-999,22.09,120.75,2004,Taiwan,TWN,886,NA
Aedes albopictus,27580,unpublished,point,-999,22.65,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27581,unpublished,point,-999,22.64,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27582,unpublished,point,-999,22.64,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27583,unpublished,point,-999,22.64,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27584,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27585,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27586,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27587,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27588,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27589,unpublished,point,-999,22.69,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27590,unpublished,point,-999,22.68,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27591,unpublished,point,-999,22.49,120.64,2004,Taiwan,TWN,886,NA
Aedes albopictus,27592,unpublished,point,-999,22.58,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27593,unpublished,point,-999,22.61,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27594,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27595,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27596,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27597,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27598,unpublished,point,-999,22.44,120.47,2004,Taiwan,TWN,886,NA
Aedes albopictus,27599,unpublished,point,-999,22.52,120.51,2004,Taiwan,TWN,886,NA
Aedes albopictus,27600,unpublished,point,-999,22.6,120.46,2004,Taiwan,TWN,886,NA
Aedes albopictus,27601,unpublished,point,-999,22.56,120.54,2004,Taiwan,TWN,886,NA
Aedes albopictus,27602,unpublished,point,-999,22.49,120.64,2004,Taiwan,TWN,886,NA
Aedes albopictus,27603,unpublished,point,-999,22.66,120.53,2004,Taiwan,TWN,886,NA
Aedes albopictus,27604,unpublished,point,-999,22.7,120.6,2004,Taiwan,TWN,886,NA
Aedes albopictus,27605,unpublished,point,-999,22.35,120.37,2004,Taiwan,TWN,886,NA
Aedes albopictus,27606,unpublished,point,-999,22.99,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,27607,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27608,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27609,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27610,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27611,unpublished,point,-999,22.64,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27612,unpublished,point,-999,22.64,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27613,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27614,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27615,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27616,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27617,unpublished,point,-999,22.56,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,27618,unpublished,point,-999,22.61,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27619,unpublished,point,-999,22.61,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27620,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27621,unpublished,point,-999,22.66,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27622,unpublished,point,-999,22.48,120.47,2004,Taiwan,TWN,886,NA
Aedes albopictus,27623,unpublished,point,-999,22.49,120.64,2004,Taiwan,TWN,886,NA
Aedes albopictus,27624,unpublished,point,-999,22.07,120.78,2004,Taiwan,TWN,886,NA
Aedes albopictus,27625,unpublished,point,-999,22.99,120.21,2004,Taiwan,TWN,886,NA
Aedes albopictus,27626,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27627,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27628,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27629,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27630,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27631,unpublished,point,-999,22.68,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27632,unpublished,point,-999,22.69,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27633,unpublished,point,-999,22.5,120.52,2004,Taiwan,TWN,886,NA
Aedes albopictus,27634,unpublished,point,-999,22.52,120.65,2004,Taiwan,TWN,886,NA
Aedes albopictus,27635,unpublished,point,-999,22.58,120.52,2004,Taiwan,TWN,886,NA
Aedes albopictus,27636,unpublished,point,-999,22.65,120.66,2004,Taiwan,TWN,886,NA
Aedes albopictus,27637,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27638,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27639,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27640,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27641,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27642,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27643,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27644,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27645,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27646,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27647,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27648,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27649,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27650,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27651,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27652,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27653,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27654,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27655,unpublished,point,-999,22.65,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27656,unpublished,point,-999,22.61,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27657,unpublished,point,-999,22.99,120.24,2004,Taiwan,TWN,886,NA
Aedes albopictus,27658,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27659,unpublished,point,-999,22.67,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27660,unpublished,point,-999,22.6,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27661,unpublished,point,-999,22.58,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27662,unpublished,point,-999,22.6,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27663,unpublished,point,-999,22.61,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27664,unpublished,point,-999,22.64,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27665,unpublished,point,-999,22.64,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27666,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27667,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27668,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27669,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27670,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27671,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27672,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27673,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27674,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27675,unpublished,point,-999,22.48,120.47,2004,Taiwan,TWN,886,NA
Aedes albopictus,27676,unpublished,point,-999,22.54,120.65,2004,Taiwan,TWN,886,NA
Aedes albopictus,27677,unpublished,point,-999,22.57,120.52,2004,Taiwan,TWN,886,NA
Aedes albopictus,27678,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27679,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27680,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27681,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27682,unpublished,point,-999,22.63,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27683,unpublished,point,-999,22.57,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27684,unpublished,point,-999,22.63,120.51,2004,Taiwan,TWN,886,NA
Aedes albopictus,27685,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27686,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27687,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27688,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27689,unpublished,point,-999,22.65,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27690,unpublished,point,-999,22.64,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27691,unpublished,point,-999,22.65,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27692,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27693,unpublished,point,-999,22.68,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27694,unpublished,point,-999,22.69,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27695,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27696,unpublished,point,-999,22.62,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27697,unpublished,point,-999,22.66,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27698,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27699,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27700,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27701,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27702,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27703,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27704,unpublished,point,-999,22.57,120.46,2004,Taiwan,TWN,886,NA
Aedes albopictus,27705,unpublished,point,-999,22.54,120.55,2004,Taiwan,TWN,886,NA
Aedes albopictus,27706,unpublished,point,-999,22.54,120.65,2004,Taiwan,TWN,886,NA
Aedes albopictus,27707,unpublished,point,-999,22.57,120.54,2004,Taiwan,TWN,886,NA
Aedes albopictus,27708,unpublished,point,-999,22.65,120.54,2004,Taiwan,TWN,886,NA
Aedes albopictus,27709,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27710,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27711,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27712,unpublished,point,-999,22.69,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27713,unpublished,point,-999,22.72,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,27714,unpublished,point,-999,22.46,120.44,2004,Taiwan,TWN,886,NA
Aedes albopictus,27715,unpublished,point,-999,22.66,120.53,2004,Taiwan,TWN,886,NA
Aedes albopictus,27716,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27717,unpublished,point,-999,22.65,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27718,unpublished,point,-999,22.64,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27719,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27720,unpublished,point,-999,22.71,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27721,unpublished,point,-999,22.68,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27722,unpublished,point,-999,22.68,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27723,unpublished,point,-999,22.69,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27724,unpublished,point,-999,22.61,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27725,unpublished,point,-999,22.58,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27726,unpublished,point,-999,22.52,120.54,2004,Taiwan,TWN,886,NA
Aedes albopictus,27727,unpublished,point,-999,22.52,120.72,2004,Taiwan,TWN,886,NA
Aedes albopictus,27728,unpublished,point,-999,22.63,120.53,2004,Taiwan,TWN,886,NA
Aedes albopictus,27729,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27730,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27731,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27732,unpublished,point,-999,22.71,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27733,unpublished,point,-999,22.69,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27734,unpublished,point,-999,22.67,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27735,unpublished,point,-999,22.69,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27736,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27737,unpublished,point,-999,22.74,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,27738,unpublished,point,-999,22.06,120.71,2004,Taiwan,TWN,886,NA
Aedes albopictus,27739,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27740,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27741,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27742,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27743,unpublished,point,-999,22.47,120.52,2004,Taiwan,TWN,886,NA
Aedes albopictus,27744,unpublished,point,-999,22.56,120.49,2004,Taiwan,TWN,886,NA
Aedes albopictus,27745,unpublished,point,-999,22.46,120.68,2004,Taiwan,TWN,886,NA
Aedes albopictus,27746,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27747,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27748,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27749,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27750,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27751,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27752,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27753,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27754,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27755,unpublished,point,-999,22.65,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27756,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27757,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27758,unpublished,point,-999,22.68,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27759,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27760,unpublished,point,-999,22.61,120.26,2004,Taiwan,TWN,886,NA
Aedes albopictus,27761,unpublished,point,-999,22.61,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,27762,unpublished,point,-999,22.62,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27763,unpublished,point,-999,22.65,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27764,unpublished,point,-999,22.73,120.36,2004,Taiwan,TWN,886,NA
Aedes albopictus,27765,unpublished,point,-999,22.46,120.44,2004,Taiwan,TWN,886,NA
Aedes albopictus,27766,unpublished,point,-999,22.47,120.45,2004,Taiwan,TWN,886,NA
Aedes albopictus,27767,unpublished,point,-999,22.47,120.52,2004,Taiwan,TWN,886,NA
Aedes albopictus,27768,unpublished,point,-999,22.54,120.54,2004,Taiwan,TWN,886,NA
Aedes albopictus,27769,unpublished,point,-999,22.46,120.68,2004,Taiwan,TWN,886,NA
Aedes albopictus,27770,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27771,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27772,unpublished,point,-999,22.61,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27773,unpublished,point,-999,22.61,120.27,2004,Taiwan,TWN,886,NA
Aedes albopictus,27774,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27775,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27776,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27777,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27778,unpublished,point,-999,22.57,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27779,unpublished,point,-999,22.61,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,27780,unpublished,point,-999,22.58,120.32,2004,Taiwan,TWN,886,NA
Aedes albopictus,27781,unpublished,point,-999,22.46,120.68,2004,Taiwan,TWN,886,NA
Aedes albopictus,27782,unpublished,point,-999,22.69,120.61,2004,Taiwan,TWN,886,NA
Aedes albopictus,27783,unpublished,point,-999,22.05,120.71,2004,Taiwan,TWN,886,NA
Aedes albopictus,27784,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27785,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27786,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27787,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27788,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27789,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27790,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27791,unpublished,point,-999,22.62,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27792,unpublished,point,-999,22.63,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27793,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27794,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27795,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27796,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27797,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27798,unpublished,point,-999,22.71,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27799,unpublished,point,-999,22.65,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,27800,unpublished,point,-999,22.69,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27801,unpublished,point,-999,22.58,120.33,2004,Taiwan,TWN,886,NA
Aedes albopictus,27802,unpublished,point,-999,22.59,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,27803,unpublished,point,-999,22.59,120.31,2004,Taiwan,TWN,886,NA
Aedes albopictus,27804,unpublished,point,-999,22.57,120.49,2004,Taiwan,TWN,886,NA
Aedes albopictus,27805,unpublished,point,-999,22.69,120.61,2004,Taiwan,TWN,886,NA
Aedes albopictus,27806,unpublished,point,-999,22.98,120.22,2004,Taiwan,TWN,886,NA
Aedes albopictus,27807,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27808,unpublished,point,-999,22.63,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27809,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27810,unpublished,point,-999,22.62,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27811,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27812,unpublished,point,-999,22.62,120.3,2004,Taiwan,TWN,886,NA
Aedes albopictus,27813,unpublished,point,-999,22.64,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27814,unpublished,point,-999,22.65,120.29,2004,Taiwan,TWN,886,NA
Aedes albopictus,27815,unpublished,point,-999,22.63,120.28,2004,Taiwan,TWN,886,NA
Aedes albopictus,27816,unpublished,point,-999,22.57,120.32,2004,Taiwan,TWN,886,NA
